source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0072672,neutrophil extravasation,0.004447852169529946,True,"""The migration of a neutrophil from the blood vessels into the surrounding tissue."" [CL:0000775, GOC:BHF]",15,595,6,20972,0.010084033613445379,0.4,query_1,"['GO:0045123', 'GO:1990266']"
GO:BP,GO:0150079,negative regulation of neuroinflammatory response,0.004447852169529946,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of neuroinflammatory response."" [GOC:aruk, GOC:bc, PMID:11099416, PMID:18164423]",15,595,6,20972,0.010084033613445379,0.4,query_1,"['GO:0050728', 'GO:0150076', 'GO:0150077']"
GO:BP,GO:0050930,induction of positive chemotaxis,0.004447852169529946,True,"""Any process that initiates the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]",15,595,6,20972,0.010084033613445379,0.4,query_1,['GO:0050927']
TF,TF:M09907_1,Factor: Erg; motif: NRRSAGGAAGNGG; match class: 1,0.004489571041866261,True,Factor: Erg; motif: NRRSAGGAAGNGG; match class: 1,5223,601,208,20093,0.34608985024958405,0.039823856021443615,query_1,['TF:M09907']
HP,HP:0002315,Headache,0.0045042906923232215,True,"Cephalgia, or pain sensed in various parts of the head, not confined to the area of distribution of any nerve.",362,239,37,5200,0.15481171548117154,0.10220994475138122,query_1,['HP:0012638']
GO:BP,GO:0002676,regulation of chronic inflammatory response,0.004505127895083683,True,"""Any process that modulates the frequency, rate, or extent of a chronic inflammatory response."" [GOC:add]",9,595,5,20972,0.008403361344537815,0.5555555555555556,query_1,"['GO:0002544', 'GO:0050727']"
GO:BP,GO:0002578,negative regulation of antigen processing and presentation,0.004505127895083683,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of antigen processing and presentation."" [GOC:add]",9,595,5,20972,0.008403361344537815,0.5555555555555556,query_1,"['GO:0002577', 'GO:0002683', 'GO:0019882']"
GO:BP,GO:0031652,positive regulation of heat generation,0.004505127895083683,True,"""Any process that activates or increases the rate or extent of heat generation."" [GOC:dph, GOC:mah, GOC:tb]",9,595,5,20972,0.008403361344537815,0.5555555555555556,query_1,"['GO:0031649', 'GO:0031650', 'GO:0051240']"
WP,WP:WP4136,Fibrin complement receptor 3 signaling,0.0046260433851436555,True,Fibrin complement receptor 3 signaling,44,490,11,8899,0.022448979591836733,0.25,query_1,['WP:000000']
HPA,HPA:0600442,Tonsil; non-germinal center cells[≥Medium],0.004627087231483496,True,Tonsil; non-germinal center cells[≥Medium],4199,420,202,11007,0.48095238095238096,0.048106692069540366,query_1,['HPA:0600441']
GO:CC,GO:0005737,cytoplasm,0.004645861613114605,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12601,601,392,22155,0.6522462562396006,0.03110864217125625,query_1,"['GO:0005622', 'GO:0110165']"
REAC,REAC:R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,0.004654818366809664,True,Toll Like Receptor 2 (TLR2) Cascade,114,538,18,11056,0.03345724907063197,0.15789473684210525,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,0.004654818366809664,True,Toll Like Receptor TLR1:TLR2 Cascade,114,538,18,11056,0.03345724907063197,0.15789473684210525,query_1,['REAC:R-HSA-181438']
GO:BP,GO:0048880,sensory system development,0.0046584414277004264,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",429,595,31,20972,0.052100840336134456,0.07226107226107226,query_1,['GO:0048731']
GO:BP,GO:0002221,pattern recognition receptor signaling pathway,0.004667399547459601,True,"""The series of molecular signals initiated by a ligand binding to a pattern recognition receptor (PRR), and ending with the regulation of a downstream cellular process, e.g. transcription. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]",284,595,24,20972,0.040336134453781515,0.08450704225352113,query_1,['GO:0002758']
WP,WP:WP4585,Cancer immunotherapy by PD 1 blockade,0.00471412013615132,True,Cancer immunotherapy by PD 1 blockade,23,490,8,8899,0.0163265306122449,0.34782608695652173,query_1,['WP:000000']
WP,WP:WP5485,Post COVID neuroinflammation,0.00471412013615132,True,Post COVID neuroinflammation,23,490,8,8899,0.0163265306122449,0.34782608695652173,query_1,['WP:000000']
GO:MF,GO:0042803,protein homodimerization activity,0.004791534125607129,True,"""Binding to an identical protein to form a homodimer."" [GOC:jl]",717,594,43,20208,0.0723905723905724,0.0599721059972106,query_1,"['GO:0042802', 'GO:0046983']"
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,0.004815913175154174,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3080,595,129,20972,0.21680672268907564,0.04188311688311688,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']"
GO:MF,GO:0048407,platelet-derived growth factor binding,0.004890466016654401,True,"""Binding to platelet-derived growth factor."" [GOC:dgh]",11,594,5,20208,0.008417508417508417,0.45454545454545453,query_1,['GO:0019838']
GO:MF,GO:0008046,axon guidance receptor activity,0.004890466016654401,True,"""Combining with an extracellular messenger and transmitting the signal from one side of the membrane to the other to results in a change in cellular activity involved in axon guidance."" [GOC:dph, GOC:signaling, GOC:tb, PMID:15107857, PMID:15339666]",11,594,5,20208,0.008417508417508417,0.45454545454545453,query_1,['GO:0004888']
GO:MF,GO:0004954,prostanoid receptor activity,0.004890466016654401,True,"""Combining with a prostanoid, any compound based on or derived from the prostanoate structure, to initiate a change in cell activity."" [ISBN:0198506732]",11,594,5,20208,0.008417508417508417,0.45454545454545453,query_1,['GO:0004953']
GO:MF,GO:0042608,T cell receptor binding,0.004890466016654401,True,"""Binding to a T cell receptor, the antigen-recognizing receptor on the surface of T cells."" [GOC:jl]",11,594,5,20208,0.008417508417508417,0.45454545454545453,query_1,"['GO:0005102', 'GO:0044877']"
GO:BP,GO:0048639,positive regulation of developmental growth,0.004899676809066391,True,"""Any process that activates, maintains or increases the rate of developmental growth."" [GOC:go_curators]",156,595,17,20972,0.02857142857142857,0.10897435897435898,query_1,"['GO:0045927', 'GO:0048589', 'GO:0048638', 'GO:0051094']"
GO:MF,GO:0016004,phospholipase activator activity,0.004906343020011363,True,"""Binds to and increases the activity of a phospholipase, an enzyme that catalyzes of the hydrolysis of a glycerophospholipid."" [GOC:ai]",18,594,6,20208,0.010101010101010102,0.3333333333333333,query_1,['GO:0060229']
GO:MF,GO:0004675,transmembrane receptor protein serine/threonine kinase activity,0.004906343020011363,True,"""Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: ATP protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."" [RHEA:18673]",18,594,6,20208,0.010101010101010102,0.3333333333333333,query_1,"['GO:0004674', 'GO:0019199']"
TF,TF:M03844,Factor: SAP-1a; motif: CWTCCKGT,0.004940339056585383,True,Factor: SAP-1a; motif: CWTCCKGT,2867,601,128,20093,0.2129783693843594,0.04464597139867457,query_1,['TF:M00000']
TF,TF:M07282,Factor: ER71; motif: CWTCCTGT,0.004940339056585383,True,Factor: ER71; motif: CWTCCTGT,2867,601,128,20093,0.2129783693843594,0.04464597139867457,query_1,['TF:M00000']
GO:BP,GO:0150116,regulation of cell-substrate junction organization,0.004957727727428561,True,"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]",66,595,11,20972,0.018487394957983194,0.16666666666666666,query_1,"['GO:0051128', 'GO:0150115']"
GO:BP,GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,0.00501686205210258,True,"""Any process that activates or increases the frequency, rate or extent of the release into the cytosolic compartment of calcium ions sequestered in the endoplasmic reticulum or mitochondria."" [GOC:ai]",32,595,8,20972,0.013445378151260505,0.25,query_1,"['GO:0051209', 'GO:0051279', 'GO:1904427']"
GO:BP,GO:0044089,positive regulation of cellular component biogenesis,0.005112191296619985,True,"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",497,595,34,20972,0.05714285714285714,0.06841046277665996,query_1,"['GO:0044085', 'GO:0044087', 'GO:0048522']"
GO:BP,GO:0031290,retinal ganglion cell axon guidance,0.0051250893142595995,True,"""The process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:ejs]",23,595,7,20972,0.011764705882352941,0.30434782608695654,query_1,['GO:0007411']
GO:BP,GO:1903672,positive regulation of sprouting angiogenesis,0.0051250893142595995,True,"""Any process that activates or increases the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]",23,595,7,20972,0.011764705882352941,0.30434782608695654,query_1,"['GO:0002040', 'GO:0045766', 'GO:1903670']"
GO:BP,GO:2000353,positive regulation of endothelial cell apoptotic process,0.0051250893142595995,True,"""Any process that activates or increases the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis]",23,595,7,20972,0.011764705882352941,0.30434782608695654,query_1,"['GO:0043065', 'GO:0072577', 'GO:2000351']"
GO:BP,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,0.005180794865612505,True,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation of phospholipase C (PLC) and a subsequent increase in the intracellular concentration of inositol trisphosphate (IP3) and diacylglycerol (DAG). IP3 regulates the opening of calcium channels in intracellular calcium store, leading to the release of calcium into the cytosol. Calcium and DAG activate protein kinase C (PKC), which in turn activates downstream effectors."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb, ISBN:0815316194]",140,595,16,20972,0.02689075630252101,0.11428571428571428,query_1,['GO:0007186']
HP,HP:0003212,Increased circulating IgE concentration,0.005201567443334723,True,An abnormally increased overall level of immunoglobulin E in blood.,52,239,12,5200,0.0502092050209205,0.23076923076923078,query_1,"['HP:0010702', 'HP:0410241']"
GO:BP,GO:0008286,insulin receptor signaling pathway,0.00527754318183312,True,"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]",174,595,18,20972,0.030252100840336135,0.10344827586206896,query_1,"['GO:0007169', 'GO:0032869']"
GO:BP,GO:0010596,negative regulation of endothelial cell migration,0.005294207829727038,True,"""Any process that decreases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]",54,595,10,20972,0.01680672268907563,0.18518518518518517,query_1,"['GO:0010594', 'GO:0030336', 'GO:0043542']"
WP,WP:WP5353,Macrophage stimulating protein MSP signaling,0.005450808721187563,True,Macrophage stimulating protein MSP signaling,108,490,18,8899,0.036734693877551024,0.16666666666666666,query_1,['WP:000000']
GO:CC,GO:0030658,transport vesicle membrane,0.005467598777464337,True,"""The lipid bilayer surrounding a transport vesicle."" [GOC:mah]",249,601,20,22155,0.033277870216306155,0.08032128514056225,query_1,"['GO:0030133', 'GO:0030659', 'GO:0098588']"
KEGG,KEGG:05418,Fluid shear stress and atherosclerosis,0.005485002694430888,True,Fluid shear stress and atherosclerosis,141,497,21,8716,0.04225352112676056,0.14893617021276595,query_1,['KEGG:00000']
GO:CC,GO:0043202,lysosomal lumen,0.0055933997613423336,True,"""The volume enclosed within the lysosomal membrane."" [GOC:jl, PMID:15213228]",100,601,12,22155,0.019966722129783693,0.12,query_1,"['GO:0005764', 'GO:0005775']"
GO:BP,GO:0006869,lipid transport,0.0056452913947150005,True,"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]",433,595,31,20972,0.052100840336134456,0.07159353348729793,query_1,"['GO:0006810', 'GO:0010876']"
REAC,REAC:R-HSA-449836,Other interleukin signaling,0.005661980649650482,True,Other interleukin signaling,24,538,8,11056,0.01486988847583643,0.3333333333333333,query_1,['REAC:R-HSA-449147']
REAC,REAC:R-HSA-5213460,RIPK1-mediated regulated necrosis,0.005680959076640272,True,RIPK1-mediated regulated necrosis,31,538,9,11056,0.016728624535315983,0.2903225806451613,query_1,['REAC:R-HSA-5218859']
REAC,REAC:R-HSA-1251985,Nuclear signaling by ERBB4,0.005680959076640272,True,Nuclear signaling by ERBB4,31,538,9,11056,0.016728624535315983,0.2903225806451613,query_1,['REAC:R-HSA-1236394']
REAC,REAC:R-HSA-5675482,Regulation of necroptotic cell death,0.005680959076640272,True,Regulation of necroptotic cell death,31,538,9,11056,0.016728624535315983,0.2903225806451613,query_1,['REAC:R-HSA-5213460']
GO:MF,GO:0140678,molecular function inhibitor activity,0.005760839759651443,True,"""A molecular function regulator that inhibits or decreases the activity of its target via non-covalent binding that does not result in covalent modification to the target."" [GOC:curators]",559,594,36,20208,0.06060606060606061,0.06440071556350627,query_1,['GO:0098772']
GO:BP,GO:0060390,regulation of SMAD protein signal transduction,0.005781400400806846,True,"""Any process that modulates the rate, frequency or extent of SMAD protein signal transduction."" [GOC:BHF, GOC:dph, GOC:tb]",67,595,11,20972,0.018487394957983194,0.16417910447761194,query_1,"['GO:0060395', 'GO:1902531']"
